id,车型,车号,终端号,经度,纬度,海拔,时间,是否库内,车次,速度,插入时间
14387,207,653B,60452,110.4407328843,39.0607421598,988.6890321551,2016/6/22 19:16:50,1,11111,0,2016/6/22 19:16:51
14392,207,652A,60480,110.4410061017,39.0602214666,989.5173334079,2016/6/22 19:16:52,1,11111,0,2016/6/22 19:16:51
14393,207,653B,60452,110.4407325743,39.0607423333,988.7605083603,2016/6/22 19:16:52,1,11111,0,2016/6/22 19:16:51
14398,207,652A,60480,110.4410058596,39.060220728,989.5231806347,2016/6/22 19:16:54,1,11111,0,2016/6/22 19:16:51
14399,207,653B,60452,110.4407325467,39.0607428791,988.7810535049,2016/6/22 19:16:54,1,11111,0,2016/6/22 19:16:51
14415,207,652A,60480,110.4410056303,39.0602199589,989.4855842218,2016/6/22 19:16:56,1,11111,0,2016/6/22 19:16:51
14417,207,653B,60452,110.4407327357,39.0607433852,988.8070221683,2016/6/22 19:16:56,1,11111,0,2016/6/22 19:16:51
14420,207,652A,60480,110.4410055093,39.0602191699,989.4506996265,2016/6/22 19:16:58,1,11111,0,2016/6/22 19:16:51
14426,207,653B,60452,110.4407328843,39.0607438382,988.8402667008,2016/6/22 19:16:58,1,11111,0,2016/6/22 19:16:51
14443,207,652A,60480,110.4410054434,39.0602180587,989.4440409178,2016/6/22 19:17:00,1,11111,0,2016/6/22 19:16:51
14444,207,653B,60452,110.4407330328,39.0607442212,988.8672097931,2016/6/22 19:17:00,1,11111,0,2016/6/22 19:16:51
14458,207,652A,60480,110.441005594,39.0602171177,989.4617099483,2016/6/22 19:17:02,1,11111,0,2016/6/22 19:16:51
14459,207,653B,60452,110.4407332493,39.0607446711,988.9167433903,2016/6/22 19:17:02,1,11111,0,2016/6/22 19:16:51
14465,207,652A,60480,110.4410058124,39.0602161036,989.4893666999,2016/6/22 19:17:04,1,11111,0,2016/6/22 19:16:51
14468,207,653B,60452,110.44073333,39.0607453369,988.9526031753,2016/6/22 19:17:04,1,11111,0,2016/6/22 19:16:51
14491,207,652A,60480,110.441005963,39.0602150926,989.5007343655,2016/6/22 19:17:06,1,11111,0,2016/6/22 19:17:21
14493,207,653B,60452,110.4407334914,39.0607458293,988.9487054739,2016/6/22 19:17:06,1,11111,0,2016/6/22 19:17:21
14498,207,652A,60480,110.4410059374,39.0602140346,989.4867997589,2016/6/22 19:17:08,1,11111,0,2016/6/22 19:17:21
14501,207,653B,60452,110.440733761,39.0607460922,988.9286152115,2016/6/22 19:17:08,1,11111,0,2016/6/22 19:17:21
14506,207,652A,60480,110.441006088,39.0602128838,989.4855646919,2016/6/22 19:17:10,1,11111,0,2016/6/22 19:17:21
14508,207,653B,60452,110.4407339903,39.0607458822,988.8779921765,2016/6/22 19:17:10,1,11111,0,2016/6/22 19:17:21
14530,207,652A,60480,110.4410060624,39.0602116859,989.4590273574,2016/6/22 19:17:12,1,11111,0,2016/6/22 19:17:21
14533,207,653B,60452,110.4407341792,39.0607456191,988.8346450059,2016/6/22 19:17:12,1,11111,0,2016/6/22 19:17:21
14538,207,652A,60480,110.4410060496,39.0602108072,989.4205532204,2016/6/22 19:17:14,1,11111,0,2016/6/22 19:17:21
14543,207,653B,60452,110.4407340838,39.0607454686,988.775886693,2016/6/22 19:17:14,1,11111,0,2016/6/22 19:17:21
14547,207,652A,60480,110.441005969,39.0602100714,989.3783927299,2016/6/22 19:17:16,1,11111,0,2016/6/22 19:17:21
14549,207,653B,60452,110.4407343937,39.0607452252,988.6981090484,2016/6/22 19:17:16,1,11111,0,2016/6/22 19:17:21
14576,207,652A,60480,110.4410058607,39.0602096017,989.3315713452,2016/6/22 19:17:18,1,11111,0,2016/6/22 19:17:21
14579,207,653B,60452,110.4407344065,39.0607446353,988.6042538555,2016/6/22 19:17:18,1,11111,0,2016/6/22 19:17:21
14582,207,652A,60480,110.4410059011,39.0602091654,989.280185868,2016/6/22 19:17:20,1,11111,0,2016/6/22 19:17:21
14587,207,653B,60452,110.4407346358,39.0607440057,988.5158221833,2016/6/22 19:17:20,1,11111,0,2016/6/22 19:17:21
14595,207,652A,60480,110.4410058332,39.0602086789,989.2197872102,2016/6/22 19:17:22,1,11111,0,2016/6/22 19:17:21
14596,207,653B,60452,110.4407348375,39.0607434325,988.403825582,2016/6/22 19:17:22,1,11111,0,2016/6/22 19:17:21
14608,207,652A,60480,110.4410061175,39.0602083565,989.2162944609,2016/6/22 19:17:24,1,11111,0,2016/6/22 19:17:21
14612,207,653B,60452,110.4407351071,39.0607427862,988.301816606,2016/6/22 19:17:24,1,11111,0,2016/6/22 19:17:21
14630,207,652A,60480,110.4410062002,39.0602077682,989.249181252,2016/6/22 19:17:26,1,11111,0,2016/6/22 19:17:21
14632,207,653B,60452,110.4407353364,39.0607422266,988.2196863769,2016/6/22 19:17:26,1,11111,0,2016/6/22 19:17:21
14635,207,652A,60480,110.4410063104,39.0602071236,989.3056330411,2016/6/22 19:17:28,1,11111,0,2016/6/22 19:17:21
14638,207,653B,60452,110.4407354171,39.0607416336,988.1421202542,2016/6/22 19:17:28,1,11111,0,2016/6/22 19:17:21
14660,207,652A,60480,110.4410062042,39.0602066585,989.3692639349,2016/6/22 19:17:30,1,11111,0,2016/6/22 19:17:21
14662,207,653B,60452,110.4407354702,39.0607413067,988.0598935168,2016/6/22 19:17:30,1,11111,0,2016/6/22 19:17:21
14666,207,652A,60480,110.4410060831,39.0602066389,989.4036943931,2016/6/22 19:17:32,1,11111,0,2016/6/22 19:17:21
14667,207,653B,60452,110.4407354555,39.060740843,987.9487748379,2016/6/22 19:17:32,1,11111,0,2016/6/22 19:17:21
14673,207,652A,60480,110.4410059493,39.0602066496,989.4815684883,2016/6/22 19:17:34,1,11111,0,2016/6/22 19:17:21
14676,207,653B,60452,110.4407355489,39.0607404294,987.8466693582,2016/6/22 19:17:34,1,11111,0,2016/6/22 19:17:21
14700,207,652A,60480,110.4410055862,39.060206171,989.5470516607,2016/6/22 19:17:36,1,11111,0,2016/6/22 19:17:51
14702,207,653B,60452,110.4407355617,39.0607398395,987.7528141718,2016/6/22 19:17:36,1,11111,0,2016/6/22 19:17:51
14708,207,652A,60480,110.4410056413,39.0602060585,989.5941816568,2016/6/22 19:17:38,1,11111,0,2016/6/22 19:17:51
14709,207,653B,60452,110.440735791,39.0607394197,987.6832868224,2016/6/22 19:17:38,1,11111,0,2016/6/22 19:17:51
14716,207,652A,60480,110.4410057112,39.0602057804,989.6957175555,2016/6/22 19:17:40,1,11111,0,2016/6/22 19:17:51
14720,207,653B,60452,110.4407358038,39.0607393194,987.6335417079,2016/6/22 19:17:40,1,11111,0,2016/6/22 19:17:51
14742,207,653B,60452,110.4407359927,39.0607389863,987.5838931035,2016/6/22 19:17:42,1,11111,0,2016/6/22 19:17:51
14743,207,652A,60480,110.4410058618,39.0602053988,989.7637975393,2016/6/22 19:17:42,1,11111,0,2016/6/22 19:17:51
14750,207,652A,60480,110.4410061993,39.0602058683,989.7789002787,2016/6/22 19:17:44,1,11111,0,2016/6/22 19:17:51
14753,207,653B,60452,110.440736222,39.0607387065,987.5269686328,2016/6/22 19:17:44,1,11111,0,2016/6/22 19:17:51
14756,207,652A,60480,110.4410062397,39.0602062013,989.7968298364,2016/6/22 19:17:46,1,11111,0,2016/6/22 19:17:51
14757,207,653B,60452,110.4407364513,39.0607386364,987.4889484802,2016/6/22 19:17:46,1,11111,0,2016/6/22 19:17:51
14784,207,652A,60480,110.4410060232,39.0602063808,989.8040089393,2016/6/22 19:17:48,1,11111,0,2016/6/22 19:17:51
14786,207,653B,60452,110.4407369777,39.0607387729,987.4544029916,2016/6/22 19:17:48,1,11111,0,2016/6/22 19:17:51
14795,207,652A,60480,110.4410056984,39.0602065101,989.8021748615,2016/6/22 19:17:50,1,11111,0,2016/6/22 19:17:51
14798,207,653B,60452,110.4407376528,39.0607388728,987.4089919617,2016/6/22 19:17:50,1,11111,0,2016/6/22 19:17:51
14802,207,652A,60480,110.4410052802,39.0602064238,989.8457335047,2016/6/22 19:17:52,1,11111,0,2016/6/22 19:17:51
14805,207,653B,60452,110.4407381241,39.0607391218,987.3273166129,2016/6/22 19:17:52,1,11111,0,2016/6/22 19:17:51
14831,207,652A,60480,110.4410046859,39.0602067099,989.901798076,2016/6/22 19:17:54,1,11111,0,2016/6/22 19:17:51
14834,207,653B,60452,110.4407387037,39.0607394209,987.2546544643,2016/6/22 19:17:54,1,11111,0,2016/6/22 19:17:51
14839,207,652A,60480,110.4410043759,39.0602070233,989.9858767372,2016/6/22 19:17:56,1,11111,0,2016/6/22 19:17:51
14843,207,653B,60452,110.4407391347,39.0607394769,987.167652105,2016/6/22 19:17:56,1,11111,0,2016/6/22 19:17:51
14849,207,652A,60480,110.441003998,39.0602074097,990.0599676743,2016/6/22 19:17:58,1,11111,0,2016/6/22 19:17:51
14851,207,653B,60452,110.4407392006,39.0607397489,987.0986946467,2016/6/22 19:17:58,1,11111,0,2016/6/22 19:17:51
14882,207,652A,60480,110.4410035395,39.0602075499,990.1360076927,2016/6/22 19:18:00,1,11111,0,2016/6/22 19:17:51
14885,207,653B,60452,110.4407392537,39.0607397017,987.0416736668,2016/6/22 19:18:00,1,11111,0,2016/6/22 19:17:51
14894,207,652A,60480,110.4410030278,39.0602071078,990.2123563262,2016/6/22 19:18:02,1,11111,0,2016/6/22 19:17:51
14895,207,653B,60452,110.4407393344,39.0607394584,986.9956147419,2016/6/22 19:18:02,1,11111,0,2016/6/22 19:17:51
14899,207,652A,60480,110.4410023144,39.0602065398,990.3376872325,2016/6/22 19:18:04,1,11111,0,2016/6/22 19:17:51
14904,207,653B,60452,110.4407391986,39.0607392547,986.9441322926,2016/6/22 19:18:04,1,11111,0,2016/6/22 19:17:51
14918,207,652A,60480,110.4410014524,39.0602059384,990.467582236,2016/6/22 19:18:06,1,11111,0,2016/6/22 19:18:21
14920,207,653B,60452,110.4407390628,39.0607390511,986.8926498471,2016/6/22 19:18:06,1,11111,0,2016/6/22 19:18:21
14925,207,652A,60480,110.4410006436,39.0602057093,990.5782645242,2016/6/22 19:18:08,1,11111,0,2016/6/22 19:18:21
14928,207,653B,60452,110.4407389949,39.0607388444,986.8574564634,2016/6/22 19:18:08,1,11111,0,2016/6/22 19:18:21
14933,207,652A,60480,110.4409997264,39.0602054302,990.6799336346,2016/6/22 19:18:10,1,11111,0,2016/6/22 19:18:21
14938,207,653B,60452,110.440738927,39.0607387076,986.8285645219,2016/6/22 19:18:10,1,11111,0,2016/6/22 19:18:21
14964,207,652A,60480,110.4409991065,39.0602050779,990.7598718246,2016/6/22 19:18:12,1,11111,0,2016/6/22 19:18:21
14967,207,653B,60452,110.4407387509,39.0607385906,986.7969608177,2016/6/22 19:18:12,1,11111,0,2016/6/22 19:18:21
14973,207,652A,60480,110.4409983783,39.0602050951,990.8686050316,2016/6/22 19:18:14,1,11111,0,2016/6/22 19:18:21
14999,207,653B,60452,110.4407387912,39.0607385039,986.7770820744,2016/6/22 19:18:14,1,11111,0,2016/6/22 19:18:21
15006,207,652A,60480,110.4409976374,39.0602050728,991.0144805135,2016/6/22 19:18:16,1,11111,0,2016/6/22 19:18:21
15007,207,653B,60452,110.4407387509,39.0607384507,986.7843579408,2016/6/22 19:18:16,1,11111,0,2016/6/22 19:18:21
15013,207,652A,60480,110.4409971257,39.0602052602,991.1475414485,2016/6/22 19:18:18,1,11111,0,2016/6/22 19:18:21
15014,207,653B,60452,110.4407386426,39.0607386104,986.7942490568,2016/6/22 19:18:18,1,11111,0,2016/6/22 19:18:21
15022,207,652A,60480,110.4409967626,39.060205411,991.2697369242,2016/6/22 19:18:20,1,11111,0,2016/6/22 19:18:21
15042,207,653B,60452,110.4407387233,39.0607387867,986.7859987654,2016/6/22 19:18:20,1,11111,0,2016/6/22 19:18:21
15046,207,652A,60480,110.4409963592,39.0602054387,991.3929069433,2016/6/22 19:18:22,1,11111,0,2016/6/22 19:18:21
15048,207,653B,60452,110.4407389801,39.0607387303,986.7778449813,2016/6/22 19:18:22,1,11111,0,2016/6/22 19:18:21
15052,207,652A,60480,110.4409959961,39.0602052398,991.4835955873,2016/6/22 19:18:24,1,11111,0,2016/6/22 19:18:21
15055,207,653B,60452,110.4407390884,39.0607388503,986.793159619,2016/6/22 19:18:24,1,11111,0,2016/6/22 19:18:21
15060,207,652A,60480,110.4409959302,39.0602050377,991.5588546749,2016/6/22 19:18:26,1,11111,0,2016/6/22 19:18:21
15063,207,653B,60452,110.4407391691,39.0607390966,986.791210765,2016/6/22 19:18:26,1,11111,0,2016/6/22 19:18:21
15068,207,652A,60480,110.4409959725,39.0602046759,991.624222842,2016/6/22 19:18:28,1,11111,0,2016/6/22 19:18:21
15094,207,652A,60480,110.4409962441,39.0602046637,991.6893791975,2016/6/22 19:18:30,1,11111,0,2016/6/22 19:18:21
15101,207,652A,60480,110.4409965157,39.0602047213,991.7608369198,2016/6/22 19:18:32,1,11111,0,2016/6/22 19:18:21
15109,207,652A,60480,110.4409970038,39.0602048093,991.8440196356,2016/6/22 19:18:34,1,11111,0,2016/6/22 19:18:21
15115,207,653B,60452,110.4407393304,39.0607394491,986.7747101802,2016/6/22 19:18:28,1,11111,0,2016/6/22 19:18:21
15135,207,653B,60452,110.4407395194,39.0607398853,986.7943774052,2016/6/22 19:18:30,1,11111,0,2016/6/22 19:18:21
15136,207,653B,60452,110.4407396935,39.0607403473,986.747036024,2016/6/22 19:18:32,1,11111,0,2016/6/22 19:18:21
15137,207,653B,60452,110.4407398273,39.0607407562,986.7069705082,2016/6/22 19:18:34,1,11111,0,2016/6/22 19:18:21
15139,207,652A,60480,110.4409976001,39.0602048774,991.9299141672,2016/6/22 19:18:36,1,11111,0,2016/6/22 19:18:21
15140,207,653B,60452,110.4407401649,39.0607410859,986.7094707508,2016/6/22 19:18:36,1,11111,0,2016/6/22 19:18:21
15148,207,653B,60452,110.4407404896,39.0607412362,986.7365103504,2016/6/22 19:18:38,1,11111,0,2016/6/22 19:18:21
15149,207,652A,60480,110.4409980882,39.0602048255,992.0004941514,2016/6/22 19:18:38,1,11111,0,2016/6/22 19:18:21
15162,207,653B,60452,110.440740774,39.0607414033,986.7771272557,2016/6/22 19:18:40,1,11111,0,2016/6/22 19:18:51
15163,207,652A,60480,110.4409982112,39.0602045701,992.0513105029,2016/6/22 19:18:40,1,11111,0,2016/6/22 19:18:51
15171,207,652A,60480,110.440998657,39.06020481,992.0502209533,2016/6/22 19:18:42,1,11111,0,2016/6/22 19:18:51
15172,207,653B,60452,110.4407409501,39.0607415902,986.8150323993,2016/6/22 19:18:42,1,11111,0,2016/6/22 19:18:51
15176,207,652A,60480,110.4409990073,39.0602051792,992.0155786835,2016/6/22 19:18:44,1,11111,0,2016/6/22 19:18:51
15177,207,653B,60452,110.4407412621,39.0607414213,986.8540084772,2016/6/22 19:18:44,1,11111,0,2016/6/22 19:18:51
15199,207,652A,60480,110.4409992769,39.0602052323,991.97658413,2016/6/22 19:18:46,1,11111,0,2016/6/22 19:18:51
15205,207,652A,60480,110.4409994786,39.0602053583,991.9276018543,2016/6/22 19:18:48,1,11111,0,2016/6/22 19:18:51
15211,207,652A,60480,110.4409996124,39.0602055573,991.8686318574,2016/6/22 19:18:50,1,11111,0,2016/6/22 19:18:51
15245,207,652A,60480,110.4410000031,39.0602061895,991.8456177786,2016/6/22 19:18:52,1,11111,0,2016/6/22 19:18:51
15251,207,652A,60480,110.4410005827,39.0602071179,991.829667801,2016/6/22 19:18:54,1,11111,0,2016/6/22 19:18:51
15257,207,652A,60480,110.4410011623,39.0602079066,991.80111509,2016/6/22 19:18:56,1,11111,0,2016/6/22 19:18:51
15296,207,652A,60480,110.4410017015,39.060208712,991.7861396559,2016/6/22 19:18:58,1,11111,0,2016/6/22 19:18:51
15302,207,652A,60480,110.441002228,39.060209268,991.7894023955,2016/6/22 19:19:00,1,11111,0,2016/6/22 19:18:51
15308,207,652A,60480,110.4410028627,39.0602097344,991.7890755823,2016/6/22 19:19:02,1,11111,0,2016/6/22 19:18:51
15342,207,652A,60480,110.4410033488,39.0602100974,991.7870114949,2016/6/22 19:19:04,1,11111,0,2016/6/22 19:19:21
15349,207,652A,60480,110.4410040238,39.0602106169,991.7794087762,2016/6/22 19:19:06,1,11111,0,2016/6/22 19:19:21
15360,207,653B,60452,110.4407413851,39.0607412358,986.9111259663,2016/6/22 19:18:46,1,11111,0,2016/6/22 19:19:21
15361,207,653B,60452,110.4407412385,39.0607409274,987.0009365939,2016/6/22 19:18:48,1,11111,0,2016/6/22 19:19:21
15363,207,653B,60452,110.4407408351,39.0607404655,987.0799966883,2016/6/22 19:18:50,1,11111,0,2016/6/22 19:19:21
15364,207,653B,60452,110.440740472,39.0607399869,987.1454794789,2016/6/22 19:18:52,1,11111,0,2016/6/22 19:19:21
15365,207,653B,60452,110.4407400813,39.0607397044,987.2000002153,2016/6/22 19:18:54,1,11111,0,2016/6/22 19:19:21
15366,207,653B,60452,110.4407396907,39.060739282,987.241918074,2016/6/22 19:18:56,1,11111,0,2016/6/22 19:19:21
15367,207,653B,60452,110.4407392321,39.0607390725,987.286451187,2016/6/22 19:18:58,1,11111,0,2016/6/22 19:19:21
15368,207,653B,60452,110.4407388159,39.0607385012,987.3963520797,2016/6/22 19:19:00,1,11111,0,2016/6/22 19:19:21
15369,207,653B,60452,110.4407383997,39.06073786,987.4999515368,2016/6/22 19:19:02,1,11111,0,2016/6/22 19:19:21
15370,207,653B,60452,110.440737888,39.0607373481,987.5699984347,2016/6/22 19:19:04,1,11111,0,2016/6/22 19:19:21
15371,207,653B,60452,110.4407374294,39.0607373483,987.633435864,2016/6/22 19:19:06,1,11111,0,2016/6/22 19:19:21
15373,207,652A,60480,110.4410046861,39.0602108172,991.7837428618,2016/6/22 19:19:08,1,11111,0,2016/6/22 19:19:21
15378,207,653B,60452,110.4407370516,39.0607373851,987.6760201231,2016/6/22 19:19:08,1,11111,0,2016/6/22 19:19:21
15388,207,652A,60480,110.4410052401,39.0602112472,991.8042692347,2016/6/22 19:19:10,1,11111,0,2016/6/22 19:19:21
15392,207,653B,60452,110.4407369305,39.0607375053,987.7230534758,2016/6/22 19:19:10,1,11111,0,2016/6/22 19:19:21
15421,207,652A,60480,110.4410054162,39.0602114341,991.8421742413,2016/6/22 19:19:12,1,11111,0,2016/6/22 19:19:21
15431,207,652A,60480,110.4410056603,39.0602116179,991.8963683369,2016/6/22 19:19:14,1,11111,0,2016/6/22 19:19:21
15461,207,652A,60480,110.4410055796,39.0602117913,991.9361256212,2016/6/22 19:19:16,1,11111,0,2016/6/22 19:19:21
15467,207,652A,60480,110.4410052293,39.0602114221,991.9707678845,2016/6/22 19:19:18,1,11111,0,2016/6/22 19:19:21
15475,207,652A,60480,110.4410048111,39.060211056,991.9891210571,2016/6/22 19:19:20,1,11111,0,2016/6/22 19:19:21
15518,207,652A,60480,110.4410043249,39.0602109727,992.0163906114,2016/6/22 19:19:22,1,11111,0,2016/6/22 19:19:21
15525,207,652A,60480,110.4410039067,39.0602108863,992.0599492546,2016/6/22 19:19:24,1,11111,0,2016/6/22 19:19:21
15531,207,653B,60452,110.4407366078,39.0607374994,987.8190690354,2016/6/22 19:19:12,1,11111,0,2016/6/22 19:19:21
15534,207,653B,60452,110.4407362447,39.0607375803,987.934963339,2016/6/22 19:19:14,1,11111,0,2016/6/22 19:19:21
15535,207,653B,60452,110.4407360981,39.0607376914,988.0625826018,2016/6/22 19:19:16,1,11111,0,2016/6/22 19:19:21
15536,207,653B,60452,110.4407360322,39.0607379089,988.1756501328,2016/6/22 19:19:18,1,11111,0,2016/6/22 19:19:21
15537,207,653B,60452,110.4407361828,39.0607384364,988.3256483786,2016/6/22 19:19:20,1,11111,0,2016/6/22 19:19:21
15538,207,653B,60452,110.4407359407,39.0607393062,988.4764280347,2016/6/22 19:19:22,1,11111,0,2016/6/22 19:19:21
15539,207,653B,60452,110.4407357645,39.0607405878,988.5708531104,2016/6/22 19:19:24,1,11111,0,2016/6/22 19:19:21
15543,207,652A,60480,110.4410032996,39.0602105735,992.1027451642,2016/6/22 19:19:26,1,11111,0,2016/6/22 19:19:21
15546,207,653B,60452,110.4407357498,39.0607419423,988.6235718494,2016/6/22 19:19:26,1,11111,0,2016/6/22 19:19:21
15570,207,653B,60452,110.4407356543,39.0607429807,988.6719380058,2016/6/22 19:19:28,1,11111,0,2016/6/22 19:19:21
15572,207,652A,60480,110.441003151,39.0602106101,992.1136106262,2016/6/22 19:19:28,1,11111,0,2016/6/22 19:19:21
15580,207,652A,60480,110.4410029749,39.060210563,992.0883083539,2016/6/22 19:19:30,1,11111,0,2016/6/22 19:19:21
15582,207,653B,60452,110.4407356799,39.0607442485,988.7047780054,2016/6/22 19:19:30,1,11111,0,2016/6/22 19:19:21
15587,207,653B,60452,110.4407356248,39.0607455498,988.7647726191,2016/6/22 19:19:32,1,11111,0,2016/6/22 19:19:21
15589,207,652A,60480,110.4410026629,39.060210662,992.0430306382,2016/6/22 19:19:32,1,11111,0,2016/6/22 19:19:21
15598,207,652A,60480,110.4410022831,39.0602108339,991.9877652014,2016/6/22 19:19:34,1,11111,0,2016/6/22 19:19:21
15602,207,653B,60452,110.4407355697,39.0607467113,988.812164356,2016/6/22 19:19:34,1,11111,0,2016/6/22 19:19:21
15606,207,653B,60452,110.440735487,39.0607476493,988.8107854053,2016/6/22 19:19:36,1,11111,0,2016/6/22 19:19:21
15607,207,652A,60480,110.4410018757,39.0602111321,991.9152361341,2016/6/22 19:19:36,1,11111,0,2016/6/22 19:19:21
8168,225,76A,10226,111.1967222639,38.9373966696,998.0310582742,2016/6/22 19:02:14,0,16625,0,2016/6/22 19:02:18
10637,225,75A,10178,111.2021446102,38.9379812565,1030.9404615499,2016/6/22 19:01:25,0,16625,60,2016/6/22 19:08:19
11714,225,76A,10226,111.1141148749,38.9444333249,915.7408126621,2016/6/22 19:10:46,0,16625,60,2016/6/22 19:10:50
11777,225,75A,10178,111.1227250806,38.9414954678,912.546888547,2016/6/22 19:09:56,0,16625,60,2016/6/22 19:10:50
13589,225,76A,10226,111.07638475,38.9588324684,882.4263408147,2016/6/22 19:15:00,0,16625,59,2016/6/22 19:14:51
8977,231,7023A,13924,111.7912748335,39.1125340621,1323.744285211,2016/6/22 19:04:05,0,16857,65,2016/6/22 19:04:19
9608,231,7014B,13848,110.5650973029,39.0691231659,1114.5430434756,2016/6/22 19:05:46,0,16879,8,2016/6/22 19:05:49
8147,225,250B,12168,110.4441151658,39.0528227447,981.1394716948,2016/6/22 19:02:12,1,17004,17,2016/6/22 19:02:18
9888,225,250B,12168,110.4413789648,39.0413908678,984.5383129176,2016/6/22 19:06:30,0,17004,17,2016/6/22 19:06:19
9918,225,250B,12168,110.4413658496,39.041310653,984.6298071779,2016/6/22 19:06:32,0,17004,16,2016/6/22 19:06:49
9921,225,250B,12168,110.4413510177,39.0412306595,984.7386234961,2016/6/22 19:06:34,0,17004,16,2016/6/22 19:06:49
9926,225,250B,12168,110.4413367418,39.0411495621,984.8398420373,2016/6/22 19:06:36,0,17004,16,2016/6/22 19:06:49
9952,225,250B,12168,110.4413244521,39.0410690656,984.9540542709,2016/6/22 19:06:38,0,17004,16,2016/6/22 19:06:49
9958,225,250B,12168,110.4413117531,39.040989002,984.8978843493,2016/6/22 19:06:40,0,17004,16,2016/6/22 19:06:49
9964,225,250B,12168,110.4412993916,39.0409082887,984.7560323151,2016/6/22 19:06:42,0,17004,16,2016/6/22 19:06:49
10016,225,250B,12168,110.4412855063,39.0408278933,984.8405634388,2016/6/22 19:06:44,0,17004,16,2016/6/22 19:06:49
10022,225,250B,12168,110.4412709718,39.0407460079,984.7639609696,2016/6/22 19:06:46,0,17004,16,2016/6/22 19:06:49
10025,225,250B,12168,110.4412588563,39.0406648541,984.7300983686,2016/6/22 19:06:48,0,17004,16,2016/6/22 19:06:49
10032,225,250B,12168,110.4412473331,39.0405845981,984.6368211107,2016/6/22 19:06:50,0,17004,16,2016/6/22 19:06:49
10035,225,250B,12168,110.4412355935,39.0405031925,984.4310534541,2016/6/22 19:06:52,0,17004,16,2016/6/22 19:06:49
10064,225,250B,12168,110.4412233827,39.0404217481,984.3258797359,2016/6/22 19:06:54,0,17004,16,2016/6/22 19:06:49
10102,225,250B,12168,110.4412094042,39.0403381291,984.1850459259,2016/6/22 19:06:56,0,17004,16,2016/6/22 19:06:49
10109,225,250B,12168,110.4411955151,39.0402572341,984.0046725273,2016/6/22 19:06:58,0,17004,16,2016/6/22 19:06:49
10112,225,250B,12168,110.4411822902,39.0401764044,983.9264932685,2016/6/22 19:07:00,0,17004,16,2016/6/22 19:06:49
10143,225,250B,12168,110.441168713,39.0400959002,983.8355177809,2016/6/22 19:07:02,0,17004,16,2016/6/22 19:07:19
10145,225,250B,12168,110.441155921,39.0400152012,983.7871105373,2016/6/22 19:07:04,0,17004,16,2016/6/22 19:07:19
10150,225,250B,12168,110.4411429657,39.0399344244,983.669973217,2016/6/22 19:07:06,0,17004,16,2016/6/22 19:07:19
10182,225,250B,12168,110.4411307698,39.0398533041,983.6633932879,2016/6/22 19:07:08,0,17004,16,2016/6/22 19:07:19
10184,225,250B,12168,110.4411190049,39.039772939,983.6328078192,2016/6/22 19:07:10,0,17004,16,2016/6/22 19:07:19
10195,225,250B,12168,110.4411082395,39.0396923344,983.5397637226,2016/6/22 19:07:12,0,17004,16,2016/6/22 19:07:19
10226,225,250B,12168,110.4410978391,39.0396105343,983.3405164005,2016/6/22 19:07:14,0,17004,16,2016/6/22 19:07:19
10234,225,250B,12168,110.4410877613,39.039529789,983.1397449737,2016/6/22 19:07:16,0,17004,16,2016/6/22 19:07:19
10241,225,250B,12168,110.4410743409,39.0394459105,983.1774856802,2016/6/22 19:07:18,0,17004,16,2016/6/22 19:07:19
10273,225,250B,12168,110.4410612579,39.0393631311,983.2870108988,2016/6/22 19:07:20,0,17004,16,2016/6/22 19:07:19
10382,225,250B,12168,110.4410485399,39.0392797857,983.3470211644,2016/6/22 19:07:22,0,17004,17,2016/6/22 19:07:49
10384,225,250B,12168,110.4410340375,39.0391970846,983.4458561372,2016/6/22 19:07:24,0,17004,17,2016/6/22 19:07:49
10390,225,250B,12168,110.4410198892,39.039112594,983.5356976809,2016/6/22 19:07:26,0,17004,17,2016/6/22 19:07:49
10393,225,250B,12168,110.4410060213,39.0390288902,983.5019455627,2016/6/22 19:07:28,0,17004,17,2016/6/22 19:07:49
10394,225,250B,12168,110.440991763,39.0389436449,983.4093670705,2016/6/22 19:07:30,0,17004,17,2016/6/22 19:07:49
10395,225,250B,12168,110.440978633,39.0388567307,983.5294409273,2016/6/22 19:07:32,0,17004,17,2016/6/22 19:07:49
10396,225,250B,12168,110.4409668596,39.0387729084,983.4484362025,2016/6/22 19:07:34,0,17004,17,2016/6/22 19:07:49
10410,225,250B,12168,110.4409550862,39.0386890862,983.3674452528,2016/6/22 19:07:36,0,17004,17,2016/6/22 19:07:49
10413,225,250B,12168,110.4409445563,39.0386052785,983.2844819045,2016/6/22 19:07:38,0,17004,17,2016/6/22 19:07:49
10415,225,250B,12168,110.4409321249,39.0385212659,983.4200970316,2016/6/22 19:07:40,0,17004,17,2016/6/22 19:07:49
10436,225,250B,12168,110.4409195853,39.0384374831,983.5719086258,2016/6/22 19:07:42,0,17004,17,2016/6/22 19:07:49
10442,225,250B,12168,110.4409067123,39.0383525411,983.8665712895,2016/6/22 19:07:44,0,17004,17,2016/6/22 19:07:49
10445,225,250B,12168,110.440893795,39.0382679557,983.9854125222,2016/6/22 19:07:46,0,17004,17,2016/6/22 19:07:49
10461,225,250B,12168,110.4408818221,39.0381838027,984.0450492091,2016/6/22 19:07:48,0,17004,17,2016/6/22 19:07:49
