5801,-0.00146674305555905,8.315516666641543E-4
5802,-0.0014714500000039266,8.153883333363865E-4
5701,-0.001466837777776675,7.50173611109517E-4
5702,-0.0014674777777798909,7.319547222266465E-4
5803,-7.318522222234947E-4,4.1481499999918015E-4
5804,-7.374130555533043E-4,3.990241666684824E-4
5703,-5.707483333310392E-4,2.65247222216658E-4
5704,-5.760172222224469E-4,2.492400000022599E-4
5805,-5.537066666647661E-4,3.1869305556142535E-4
5806,-5.591024999986871E-4,3.025258333337888E-4
5807,-5.02876666665486E-4,2.894555555599254E-4
5808,-5.07927500002836E-4,2.733669444410225E-4
5501,-5.02876666665486E-4,2.894555555599254E-4
5502,-5.07927500002836E-4,2.733669444410225E-4
5503,-4.679988888867115E-4,2.6888916666223395E-4
5504,-4.729872222242193E-4,2.5237805554922943E-4
5505,-4.1599027778005393E-4,2.3546972222732165E-4
5506,-4.213697222255064E-4,2.1919305555684332E-4
5507,-3.5040944444375555E-4,1.8826527777093816E-4
5508,-3.4463083333236E-4,1.6330694444377514E-4
5509,-2.770086111141268E-4,1.3689944444195135E-4
5510,-2.936355555576142E-4,1.2868277777045023E-4
5511,-2.2460638889043594E-4,1.0021944444815745E-4
5512,-2.2576972222054792E-4,8.026027778385014E-5
5513,-1.7467749999866555E-4,6.381333332683425E-5
5514,-1.8028250000412527E-4,4.782055555097031E-5
5515,-1.3591666666457058E-4,3.717999999253152E-5
5516,-1.4121333333605435E-4,2.110833332835682E-5
5517,-6.576805555624787E-5,-6.146666663653377E-6
5518,-6.984138889265523E-5,-2.282638888573274E-5
5519,-1.1203611109067424E-5,-3.7521944449281364E-5
5520,-1.621027777787276E-5,-5.366388889171958E-5
5401,-5.707519444442255E-4,2.654091666727254E-4
5402,-5.759872222199647E-4,2.492136111129639E-4
5403,-5.164530555532565E-4,2.379680555577579E-4
5404,-5.218627777807683E-4,2.2178999999766802E-4
5405,-4.50489444446589E-4,2.0697555555670988E-4
5406,-4.5519777777514037E-4,1.904261111036476E-4
5407,-3.360922222199747E-4,1.6145055555227827E-4
5408,-3.387733333326537E-4,1.4383833332942686E-4
5409,-2.8223416666861567E-4,1.4111416666651166E-4
5410,-2.839711111093379E-4,1.233936111049161E-4
5411,-2.067416666662325E-4,1.1227777777378378E-4
5412,-2.0948249999719337E-4,9.531694443865035E-5
5413,-1.4603000000334987E-4,8.84911111143083E-5
5414,-1.4956999999782283E-4,7.128444444504112E-5
5415,-1.0180472222032222E-4,6.954722222474174E-5
5416,-1.0303916666742907E-4,5.1284444438692844E-5
5417,5.5674999970278805E-6,1.6140277779186363E-5
5418,9.363888864299952E-7,2.3094444401294822E-6
5101,6.831333333323641E-4,-3.5017916667356985E-4
5102,6.782916666665528E-4,-3.662966666695411E-4
5103,7.370769444463576E-4,-3.777077777726845E-4
5104,7.316786111104534E-4,-3.9386333332913637E-4
5105,7.893819444433348E-4,-4.025974999990467E-4
5106,7.854405555534072E-4,-4.1931111111637165E-4
5107,8.732222222249675E-4,-4.3744361110498176E-4
5108,8.700052777754763E-4,-4.544141666684709E-4
5109,9.274919444450802E-4,-4.5802555555951585E-4
5110,9.240866666644365E-4,-4.7472333334042105E-4
500001,-1.1203611109067424E-5,-3.7521944449281364E-5
500002,-1.621027777787276E-5,-5.366388889171958E-5
5001,8.143599999996809E-4,-4.844216666697321E-4
5002,8.090058333323213E-4,-5.004716666690001E-4
5003,8.993233333356443E-4,-5.3083694444922E-4
5004,8.939802777803152E-4,-5.466619444405296E-4
5005,9.890036111102063E-4,-5.829755555595284E-4
5006,9.831858333342325E-4,-5.987836111103206E-4
5007,0.0010396099999994135,-6.141377777737489E-4
5008,0.0010333630555550144,-6.298083333291515E-4
5009,0.0012594083333326012,-7.641266666666979E-4
5010,0.0012530266666672674,-7.795280555598083E-4
490001,0.0012594083333326012,-7.641266666666979E-4
490002,0.0012530266666672674,-7.795280555598083E-4
4901,0.0013100013888873718,-8.018936111113817E-4
4902,0.0013032063888900325,-8.169036111098649E-4
4903,0.0013587341666649877,-8.399408333303882E-4
4904,0.0013519594444417748,-8.551255555602211E-4
4905,0.00145225666666704,-9.21711111118384E-4
4906,0.001445533333331639,-9.374088888876031E-4
4907,0.0015995605555545467,-0.0010570758333301455
4908,0.0015920097222235086,-0.0010713586111137374
4909,0.0021622705555515154,-0.001561913055553532
4910,0.0021546061111124004,-0.0015761636111051303
4801,0.001647829166664394,-0.0010995377777760496
4802,0.0016397230555540432,-0.001113538333328279
4803,0.0016948233333309304,-0.0011384327777790304
4804,0.0016877827777790344,-0.0011537302777782088
4805,0.0017895491666664043,-0.001209290555550524
4806,0.0017839308333336135,-0.0012252727777735117
4807,0.0019487538888895983,-0.0013229458333370303
4808,0.0019421811111115517,-0.0013385008333273163
