7020A, 2016-06-22 20:12:51, 465, 110.44380273062914, 39.051827739400856, 3.414712309978319e-05, 0.0001391593219526773, 110.443578524959, 39.0509091512587, 110.443819362246, 39.0518739878147
7020A, 2016-06-23 14:07:33, 19, 110.43987837968263, 39.05578272937721, 0.004136404238768668, 0.0023530256814001333, 110.434112728028, 39.0512995586353, 110.443967509696, 39.0580565295435
7020A, 2016-06-24 05:50:56, 3487, 110.4413944380374, 39.05963091168337, 0.000752464871381922, 0.0016866293569311231, 110.440421851518, 39.0508714737826, 110.444769762041, 39.0625270201584
7020A, 2016-06-24 07:50:58, 3476, 110.44128059801768, 39.05982842978452, 0.00024362074906383437, 0.0005867749332065007, 110.44113510687, 39.0583115536167, 110.441902138626, 39.0601007302806
7020A, 2016-06-24 09:51:00, 1248, 110.44194496721862, 39.05827690913691, 0.0003070118335087061, 0.0007568742843205736, 110.441881417516, 39.0517213832287, 110.444537258779, 39.0584058545982
7020A, 2016-06-25 00:00:33, 762, 110.4423590797196, 39.054987672604774, 0.0017194834017444545, 0.003040410334371894, 110.440484715184, 39.050845670327, 110.444346334961, 39.0597552390548
7020B, 2016-06-22 20:12:29, 440, 110.4438065951411, 39.05202348822566, 1.0124752080326293e-05, 5.043518078061915e-05, 110.443610635951, 39.0509817481159, 110.443815174801, 39.0520509642594
7020B, 2016-06-23 17:29:59, 17, 110.44178140396188, 39.05469241668146, 0.002493803501609244, 0.0030334574119504766, 110.437733208862, 39.0509164465767, 110.444126576602, 39.0580972841889
7020B, 2016-06-24 05:51:40, 3232, 110.44118569961104, 39.06008215478362, 0.0005113313622488695, 0.001240644101088308, 110.440386995337, 39.0522679276922, 110.444376232198, 39.0627785095998
7020B, 2016-06-24 07:51:42, 3600, 110.44120991688996, 39.05995110891847, 0.00024244511247401373, 0.0006062065943282762, 110.441056175812, 39.058465713528, 110.441796127419, 39.0602600871545
7020B, 2016-06-24 09:51:43, 1281, 110.4420218368831, 39.058016098521264, 0.0006258353910381925, 0.001543350313638128, 110.441780682363, 39.0508672462013, 110.444325100427, 39.0585432591494
7020B, 2016-06-25 00:18:39, 347, 110.44429534499513, 39.05256891531497, 0.00010849076748408952, 0.0003437303006743041, 110.443724721976, 39.0508497802929, 110.444414123102, 39.053074206455
7011B, 2016-06-22 19:36:51, 1, 110.443612775152, 39.0510149956933, 0.0, 0.0, 110.443612775152, 39.0510149956933, 110.443612775152, 39.0510149956933
7011B, 2016-06-22 22:21:00, 3111, 110.44158387326678, 39.05921019303794, 0.0009669529128991205, 0.0020078422731533672, 110.440411460352, 39.0538908174352, 110.444475355821, 39.0625981801396
7011B, 2016-06-23 00:21:02, 2543, 110.44128331855826, 39.05981223297689, 7.753821905871015e-05, 0.00020530167329439636, 110.441018411761, 39.0596163643037, 110.441342657063, 39.060510873011
7011B, 2016-06-23 02:21:04, 471, 110.44131499550808, 39.059677222777275, 8.283448302935028e-05, 0.00020531165907391853, 110.441278063877, 39.059003035341, 110.441585475489, 39.0597671756876
7011B, 2016-06-23 09:53:35, 285, 110.44227454726466, 39.05738664040851, 0.0011425632843797603, 0.002030798381859641, 110.440526640423, 39.0545432458479, 110.44369617855, 39.0603907227235
7099B, 2016-06-22 23:57:23, 1, 110.443901327243, 39.0536004676245, 0.0, 0.0, 110.443901327243, 39.0536004676245, 110.443901327243, 39.0536004676245
7099B, 2016-06-24 22:30:48, 1, 110.437321566506, 39.0581581740512, 0.0, 0.0, 110.437321566506, 39.0581581740512, 110.437321566506, 39.0581581740512
92A, 2016-06-23 15:08:32, 1046, 110.44008356827361, 39.06413647504056, 2.0806738378996147e-05, 2.1660937901801294e-05, 110.43987109891, 39.0640781221651, 110.440132718393, 39.0642580211948
92A, 2016-06-24 11:04:55, 345, 110.43895259800519, 39.06473212012926, 0.00011425405300658437, 0.00022680962606317666, 110.438829322122, 39.06406424089, 110.439288175327, 39.0649356977189
92B, 2016-06-23 15:47:11, 554, 110.44003149057804, 39.06440789633728, 2.173299885582448e-05, 1.876892749717857e-05, 110.439979111151, 39.0643548637224, 110.440121961223, 39.0644515151749
29B, 2016-06-23 00:43:25, 1136, 110.44082964676274, 39.05981227228966, 0.0006024277974234996, 0.0009656458513320382, 110.440265166865, 39.0571720063653, 110.442524708155, 39.0608051533707
29B, 2016-06-24 16:45:30, 392, 110.44094219863028, 39.060129401678246, 0.0005711167397661326, 0.0016398074069997064, 110.440154663207, 39.0580417174892, 110.442016684978, 39.0638981386089
29A, 2016-06-23 00:43:49, 1123, 110.44095420417094, 39.0595481789396, 0.0006273773671913364, 0.0009580437265983072, 110.440354950795, 39.0569328714907, 110.442649094859, 39.0605256593494
29A, 2016-06-24 16:46:29, 371, 110.44106092620696, 39.05996890536158, 0.0006307898509284627, 0.0017714834459918352, 110.44018860802, 39.0577988669069, 110.442169329587, 39.0636331811009
7016A, 2016-06-23 01:55:22, 3210, 110.44209875511731, 39.05822754217752, 0.0014004898732893404, 0.0030058543856615097, 110.440395395908, 39.0539978235993, 110.444142582596, 39.0626616725373
7016A, 2016-06-23 03:55:24, 2298, 110.44110580803965, 39.06020200238227, 6.863644678756992e-05, 0.00020586385898696628, 110.440885148862, 39.0600924634605, 110.441178698983, 39.0608312376667
7016A, 2016-06-23 10:24:09, 1774, 110.44174579225573, 39.05863184615758, 5.111884477138692e-05, 0.00011235903080773774, 110.441318686214, 39.0585918471496, 110.441816378423, 39.0596493239944
